	2009.0417713901377
Vincent Roux	2014.0
Pablo H. Hennings-Yeomans	2008.0
Paolo Trunfio	2008.0
Chengsheng Mao	2015.0
Monica Sebillo	2001.0
Ambasamudram N. Rajagopalan	2013.0
Tyrone Grandison	2009.0
Luciano Sbaiz	2010.5
Boris Lesner	2013.5
Eaman Noorbakhsh	2002.0
Michael K. Buckland	2002.0
Mengdi Xu	2012.0
Glenn Fung	2006.0
Bradley A. Minch	2000.0
Ida Mele	2012.0
Pengyu Sun	2015.0
Philip W. Tse	2002.0
Daniel S. Levine 0002	2013.0
Stefan Wermter	2003.0
Viviane Pereira Moreira	2013.0
Bernd Fischer 0004	2005.75
Andrew Wong	2008.0
Jody Schuurman	2014.0
Masayuki Tanimoto	2006.0
Huanjing Wang	2009.0
Felipe Llinares-López	2015.0
Alvin Harvey Kam	2004.0
Andrew J. Aubrey	2013.0
Fei Huang	2005.0
Lynn Wilcox	2014.0
Chandrika Jayant	2010.0
Vahed Qazvinian	2008.0
Parvaz Mahdabi	2012.5
Chan-Su Lee	2007.0
Daniel Hasan Dalip	2013.0
Yoram Gdalyahu	2000.0
Si Lu	2014.0
Yu Pang	2014.0
Pedro J. Caraballo	2015.0
Alexander Thomasian	2003.0
Afra J. Mashhadi	2014.0
Darya Chudova	2003.0
Laurent Jacob	2009.3333333333333
Chuan-Sheng Foo	2008.3333333333333
Panagiotis Symeonidis	2013.0
Robert Gens	2013.0
Javaan S. Chahl	2002.0
Jürgen Kogler	2012.6666666666667
Sudeshna Sarkar	2007.3333333333333
Lars Petersson	2009.0
Daniel Maturana	2014.0
Oliver B. Downs	2000.0
Victor A. F. Lamme	2009.0
Stefan Jung	2009.0
Rolf Baxter	2014.0
Alexey Zalesny	2001.0
Volker Rodehorst	2006.5
Zhao Xu	2008.6
A. J. Feelders	2005.0
Abdul Mohsen Almalawi	2016.0
Claude Chapdelaine	2010.0
Rosa Meo	2005.0
Mark Finocchio	2011.0
Yada Zhu	2013.0
Sara De Simoni	2011.0
Ding-Jung Han	2012.0
Rajat Monga	2013.0
Vincent Gay-Bellile	2009.5
Alberto Pérez García-Plaza	2013.0
Edoardo Airoldi	2012.8333333333333
Jeffrey M. Beck	2012.3333333333333
Mengling Feng	2008.5
Zijie Qi	2011.6666666666667
Md. Monirul Islam	2013.5
Yaron Kanza	2015.0
Yukino Baba	2014.6666666666667
Spyros Voulgaris	2015.0
Lior Horesh	2015.0
Koichi Hori	2004.0
Juanzi Li	2011.6
Nathan C. Hiers	2008.0
Jong-Shi Pang	2014.0
D. Tasson	2015.0
Yuehui Chen	2007.0
Qinyuan Feng	2010.0
Alberto Sanfeliu	2012.3333333333333
Kenji Yoshihira	2007.5
Antonio González Muñoz	2015.0
Milad Shokouhi	2011.7083333333333
Shingo Takamatsu	2011.0
G. Andreani	2001.0
Bart Kuijpers	2006.0
Kun Sun	2014.0
Zejian Yuan	2014.3333333333333
Constantinos Dimopoulos	2013.0
Weilong Yao	2014.0
Ying Chun Lin	2015.0
Niranjan Srinivas	2010.0
Marc J. van Kreveld	2002.0
Nicola Leone	2002.0
Lianwen Jin	2011.0
José Nelson Amaral	2014.0
Peter Bajcsy	2005.5
Meryem Guerrouani	2008.0
Martin Kirschmeyer	2008.0
Manman Wang	2015.0
Byron Choi	2012.3076923076924
Anna Cinzia Squicciarini	2011.3333333333333
Meryem Sagcan	2015.0
Boris Chidlovskii	2010.3333333333333
John Schulman	2015.0
Kuntal Sengupta	2006.5
Pengtao Huang	2015.0
Lorenzo Orecchia	2011.0
Lina Peng	2010.0
Ashwin Thangali	2008.5
Yi Hong	2012.0
Michael Betancourt	2015.0
Stephen Se	2006.6666666666667
Ingmar Weber	2010.7692307692307
Viet Huynh	2015.0
Rongjie Lai	2010.0
Jingyu Hou	2003.0
Izchak Sharfman	2013.0
D. M. Wilkes	2001.0
Erik Linstead	2007.0
Thuy Thi Nguyen	2015.0
Predrag Radivojac	2006.0
Jérôme Gensel	2008.0
Adam M. Packer	2013.0
Inmaculada Tomeo-Reyes	2014.0
Yangsheng Ji	2010.0
Phil Williams	2007.0
Fuzhen Zhuang	2012.4166666666667
Thomas R. Shultz	2000.0
Aapo Hyvärinen	2005.8
R. Michael Massanari	2012.0
S. Shalini	2011.0
Qiang Du	2004.0
Mingcai Zhou	2011.5
Tai Qin	2013.0
Heechang Shin	2011.0
Jacques Ales Bianchetti	2002.0
Bart Selman	2009.625
Ettore Ritacco	2011.5
Ioannis Mitliagkas	2013.5
Paul Ruvolo	2010.8
Laura A. Granka	2004.5
Rakesh Mohan	2010.0
Donna Harman	2006.7142857142858
Qingxiong Yang	2010.3
Gyanit Singh	2011.0
Arash Vahdat	2013.4
Rubén Morales-Menéndez	2002.0
Andriy Myronenko	2007.8333333333333
Ming C. Leu	2015.0
S. H. Boey	2006.0
Curt Harkless	2004.0
Jiantao Wang	2014.5
Rui Yang	2009.0
Junping Zhang	2009.5
Aapo Kyrola	2011.0
Xinyu Dai	2013.0
Kevin B. Korb	2004.0
Manoj Aggarwal	2005.0
Yevgen Borodin	2010.0
Abdullah Akay	2011.0
Justin Ma	2009.0
Jebari Chaker	2007.0
David Jiang	2011.0
Juliet Fiss	2015.0
Giridhar Kumaran	2007.142857142857
Mark Richardson	2010.0
Ragnar Nordlie	2010.0
Prashant J. Shenoy	2005.5
Gabriel Krummenacher	2013.5
Fabio A. González	2005.0
Marin Kollef	2011.0
Tobias Baumgartner 0002	2012.0
John Oliensis	2003.0
Yinan Zhang	2015.0
Avneesh Sud	2013.5
Hiroyuki Nakahara	2002.5
Alexandros Potamianos	2011.5
Edward Omiecinski	2003.4
Renata Braga Araújo	2008.0
Patrick Gallinari	2009.7222222222222
Jiyang Chen	2010.6666666666667
Thiago Quirino	2010.0
Yuehua Xu	2007.0
Kathryn B. Laskey	2008.75
Evan Wei Xiang	2011.25
Yasushi Ogawa	2000.3333333333333
Mandar Rahurkar	2008.0
Pavlos Fafalios	2013.0
Rafal Rak	2005.0
Ning Jiang	2003.5
Xuhui Li	2005.0
Michael D. Grossberg	2003.0
Cheryl Lau	2011.5
David Andrzejewski	2009.0
Ricardo Aler	2000.0
Adrian Paschke	2010.0
Bavani Arunasalam	2004.6666666666667
Azade Nazi	2014.0
Mahantesh Halappanavar	2012.0
Shahed Sorower	2011.0
Jan Koutník	2014.0
Bumsub Ham	2015.0
Anders Glent Buch	2014.0
Jesse Anderton	2013.0
Siva Gurumurthy	2008.0
Tor Lattimore	2013.5
Xu Huang	2013.0
Wellington Martins	2015.0
Guoji Zhang	2013.5
Carlos Guestrin	2008.25
Erin Renshaw	2005.0
Anastasia Krithara	2014.0
Gholamreza Anbarjafari	2015.0
Huan Wang	2006.2
Ann Hammonds	2005.0
Baojun Yue	2010.0
Jan Ramon	2005.5
Dimitrije Filipovic	2014.0
Manuel J. A. Eugster	2014.5
Tamara Polajnar	2010.5
Christian Schmaltz	2008.0
Shouxun Lin	2011.0
Xian-Xing Zhang	2009.0
Avi Kelman	2007.0
Arne Littmann	2009.0
Christopher Berlind	2014.0
Silja Renooij	2009.0
Konrad Doll	2011.5
Abdelsalam Helal	2003.0
Arnau Oliver	2006.0
Khaleel Razak	2012.0
Mehmet A. Orgun	2001.0
Pengfei Li	2015.0
Hiroshi Maruyama	2013.0
Mihály Jakob	2007.0
Haili Dong	2012.5
S. Satoh	2011.0
Wolfgang Driever	2012.0
Christian Becker	2012.0
Pratyush Sahay	2014.0
Motoki Imamura	2013.0
Heikki Mannila	2005.5
Belle L. Tseng	2008.25
Xiaoqian Jiang	2009.0
Sang-Jo Lee	2009.0
Yaacov Choueka	2014.0
David J. Kriegman	2006.7407407407406
Csilla Farkas	2000.0
Qixiang Ye	2010.0
Michela Bertolotto	2008.0
David W. Jacobs	2009.0
Jérôme Azé	2003.0
Ming-Jung Seow	2005.0
Abdul Nurunnabi	2012.0
MinYi Jeong	2007.0
Chen-Yi Lin	2011.5
Dror Sholomon	2013.0
Jingjia Xu	2014.0
Gregory T. Flitton	2012.0
Minoru Inui	2008.0
Laurie M. Wilcox	2012.0
Jiangang Ma	2014.0
Young-Rae Cho	2008.4
Kan Shao	2011.0
Xiaoyan Shen	2009.0
Haidong Gao	2015.0
Satoshi Kouno	2006.0
Akiko Takeda	2011.0
Owen Conlan	2013.0
Krishnan Pillaipakkamnatt	2008.75
Kwang-Sung Jun	2011.5
Xue-wen Chen	2009.5
Chi-Kin Keung	2000.0
Patricia G. Cipriani	2010.0
Hicham Badri	2014.0
Cheng Soon Ong	2008.3333333333333
Gabriel Y. Weintraub	2005.0
Toshiyuki Tanaka	2006.0
Gábor György Gulyás	2012.0
Shams Feyzabadi	2010.0
Wentao Fan	2012.0
Geifei Yang	2013.0
Xavier Orriols	2000.0
Benjamin J. Culpepper	2009.0
Cong Phuoc Huynh	2010.3333333333333
Sanghyun Yoo	2010.0
William R. Vega-Brown	2014.0
Hee-Jeong Jin	2005.0
Norbert Krüger	2008.6666666666667
Yungang Zhang	2005.0
Tatsuya Harada	2012.5
Fernando Flores	2005.0
Liang Wang	2012.875
Andreia Silva	2013.0
Edward Harrington	2003.0
Guan Yu	2013.0
Douglas W. Oard	2007.34375
Lyle H. Ungar	2006.9285714285713
Cindy X. Chen	2013.0
Zengjian Hu	2006.0
Mor Sondak	2013.0
Luonan Chen	2007.0
Jiang Zhu	2011.0
Manu Sethi	2012.0
Igor Braga	2014.0
Mauricio Quezada	2015.0
Bhuvana Ramabhadran	2006.6666666666667
Avinash Sahay	2003.0
Rolf Wiehagen	2001.3333333333333
Marcel Schoppers	2000.0
W. Bret Church	2005.0
Danqing Xu	2012.0
Anna Koop	2005.6666666666667
Rong Ji	2015.0
Hongzhao He	2002.0
Amaël Delaunoy	2014.0
Arya Mazumdar	2015.0
Shinji Abe	2008.0
Antonio Criminisi	2008.4
Navneet Dalal	2005.0
Mostafa Dehghani	2014.5
Wojciech Matusik	2009.0
Ada Wai-Chee Fu	2004.9583333333333
Xiaoxu Wang	2008.5
Paul Mineiro	2009.0
Hilbert J. Kappen	2004.5714285714287
David M. Hart	2002.3333333333333
Mingrui Wu	2007.2
Paula Hatch	2000.0
Risto A. Väisänen	2005.0
Shiou-Wen Hung	2001.0
Qinghua Hu	2008.4
Kazuhiro Otsuka	2006.5
Guizhen Yang	2003.0
Paraic Sheridan	2013.0
Chuang Liu	2015.0
Marek Vondrak	2008.0
Bruno Ciciani	2005.0
Peter Reutemann	2006.5
Shusaku Tsumoto	2007.9166666666667
Cong Wang	2010.0
Alessandra Fascioli	2005.0
G. Bowden Wise	2002.0
Paul Davidsson	2008.5
Balamurugan P.	2012.0
Karthekeyan Chandrasekaran	2014.0
Xiao-Long Wang	2015.0
Stas Minsker	2010.0
Shaishav Kumar	2010.0
Patrick Lindstrom	2011.0
Thierry Artières	2012.0
Giovanna Di Marzo Serugendo	2012.0
Scott McCallen	2007.0
Hui Guo	2008.0
Tzu-Tsung Wong	2000.0
Weijun Chen	2002.0
Francis K. H. Quek	2005.0
Ronaldo C. Prati	2011.0
Tim Van Allen	2000.0
Patrick Buehler	2009.0
Weiwei Yang	2014.0
Stephen Green	2007.0
Basilios Gatos	2000.0
Michael Drouineaud	2008.0
Shay B. Cohen	2011.25
Hongying Meng	2008.25
Chao-Yeh Chen	2012.8
Tommaso Piccini	2013.0
Ickjai Lee	2007.8
Silvia Zuffi	2012.75
Anwitaman Datta	2009.5
Steven Katz	2001.0
Ambuj K. Singh	2010.0
Thomas Neumann 0001	2009.75
Bruce Robbins	2010.0
Ueli Meier	2012.0
David Orr	2009.0
Yongsheng Gao	2007.0
Chongsheng Zhang	2011.0
Rick L. Stevens	2005.0
Hannes Verschore	2012.0
Yi Zuo	2013.0
Ken-ichi Noma	2001.0
Masaaki Nagata	2014.5
Hon Nian Chua	2006.0
David S. Doermann	2011.2
Sriram Raghavan	2014.0
Kuan-Ting Chen	2008.0
Henry Tan	2008.6
Mingyu Fan	2013.0
Zhenmin Li	2008.0
Robert Moskovitch	2015.0
Yuekai Sun	2013.0
Koji Tsuruma	2012.0
Jianyong Sun	2007.0
Dan Cosley	2006.0
Amnon Shashua	2004.4666666666667
Terumasa Aoki	2004.3333333333333
Joarder Kamruzzaman	2003.0
Matías N. Bossa	2007.0
Davide Scaramuzza	2011.0
Duong Chi Thang	2015.0
Qiang Shen	2008.6666666666667
Stéphane Loiseau	2008.0
Hang Chu	2014.0
Hedde H. W. J. Bosman	2013.5
Adam Darlow	2005.5
Prakash Ishwar	2013.0
Ali Azimi Bolourian	2009.0
Yinan Yu	2013.0
Nico Cornelis	2006.5
Sithu Sudarsan	2013.0
Ricardo Bezerra de Andrade e Silva	2007.0
Sareewan Dendamrongvit	2009.0
Xi Ma	2004.0
Hernando Gomez	2015.0
Gunnar Eriksson	2007.0
Xiao Pan	2012.0
Edgar Seemann	2006.0
Haifeng Gong	2008.6666666666667
Ran Tao	2014.5
Stephen Richmond	2010.0
Beng-Seuk Lee	2004.0
Richard Naud	2011.0
Chang Xu	2014.6666666666667
Michael J. Brammer	2011.0
Di Huang 0001	2011.0
Kentaro Nakahara	2007.0
Zhouchen Lin	2010.0
Abhishek Anand	2011.0
Ana Paula Gomes Ferreira	2015.0
Nguyen Anh Tuan	2005.0
Shaunak Ahuja	2013.0
Rene Donner	2007.0
A. Sankaranarayanan	2010.0
Alon Cohen	2015.0
Mohammed Gollapalli	2011.0
Robert J. Plemmons	2004.0
Saeed Hashemi	2005.0
Yinting Wang	2012.0
Jinoh Oh	2011.0
Raymond Y. K. Lau	2009.2
Wesley W. Chu	2003.2
Sven Kurras	2014.0
James Purvis	2012.0
Tomoko Kajiyama	2005.0
Klaus Hepp	2000.0
Bilal Ahmed	2014.0
David K. Y. Chiu	2013.0
Paolo Viappiani	2009.5
Matthieu Guilbert	2006.0
Jiazhong Nie	2013.0
Al Mansur	2013.0
Dimitris Samaras	2008.1153846153845
Whitman Richards	2000.0
Rong Lu	2012.0
Raman Arora	2012.4285714285713
Doron Cohen	2001.0
Alfredo Cuzzocrea	2015.0
Hung Bui	2014.0
Zhang-Sheng John Liang	2008.0
Deng Cai	2008.8
Christopher Yau	2014.0
Sicheng Zhao	2016.0
Yongjian Fu	2008.0
Rémi Bardenet	2012.0
Duncan Potts	2004.0
Robert B. Gramacy	2003.0
Shilad Sen	2006.0
Carson Kai-Sang Leung	2010.75
Sourish Chaudhuri	2012.0
Sara Shanian	2010.0
Kenneth A. Norman	2009.0
Yanpeng Li	2007.0
José Ruiz-Shulcloper	2001.0
Javier Sánchez-Monedero	2016.0
Olli Simula	2001.0
Andrew M. McDonald	2014.5
Joelle Pineau	2010.2142857142858
Neal Lathia	2010.0
Miji Choi	2014.0
Özlem Uzuner	2006.0
Liheng Xu	2015.0
Eileen G. Abels	2006.0
Claudia Bauzer Medeiros	2007.0
Lee-Ad Gottlieb	2012.0
Shing Yan Lee	2002.0
Hyungsul Kim	2011.6
Jonathan D. Cohen	2007.0
Polina Akselrod	2011.0
Martin Choquette	2002.0
Uday Kurkure	2011.0
Jagadeesh Jagarlamudi	2013.0
Andrew Rabinovich	2008.2
Kaizhu Huang	2010.0
Joost de Wit	2010.0
Sungjoon Choi	2015.0
Konrad P. Körding	2005.5
Franz Faerber	2008.0
Gaël Dias	2012.25
Frank Goldhammer	2015.0
Houfeng Wang	2015.0
Christian Conrad	2013.0
Carmel Domshlak	2006.75
Siân Cox	2004.0
Wen-Feng Hsieh	2005.0
Kingshy Goh	2005.5
Claire J. Tomlin	2015.0
Albert Yu	2014.0
José San Pedro	2011.5
I. Burak Özer	2010.0
Chulyun Kim	2011.0
Beihong Jin	2010.5
Regina Jing Ying Quek	2003.0
Robert Lee	2007.0
Yucheng Liu	2014.0
Nathan Frey	2013.0
Reza Ghaderi	2001.0
Federico Cavalieri	2014.0
Bhaskar Ghosh	2011.0
Yuni Xia	2011.8
David Winfield	2005.0
Xiaonan Ji	2006.0
Mohit Sharma	2012.5
Jonatan Gómez	2003.0
George Mohler	2014.0
Mohammad Amin Sadeghi	2012.0
John F. Markham	2014.0
Huaifeng Zhang	2009.0
Roni Neuman	2009.0
Ryan G. Benton	2011.0
Michael M. Hoffman	2015.0
A. Shashua	2005.0
Mainak Sen	2006.5
Shiqiang Yang	2013.125
Jianguang Du	2014.0
Bing Shen	2005.0
Tobias Gehrig	2011.0
Peng Han	2010.3333333333333
Meirav Taieb-Maimon	2004.0
Greg Mori	2009.5652173913043
Guillaume Cleuziou	2011.3333333333333
Sam Hall	2009.0
Mark Greaves	2013.0
Sabah Currim	2012.0
Sung-Yong Sohn	2007.0
Steven W. Zucker	2007.6666666666667
Romain Deguest	2008.5
Anuja Kelkar	2013.0
Jiafeng Hu	2012.0
Bart Vandereycken	2014.0
Huahua Wang	2013.0
Bruno Crémilleux	2009.3
Gimpei Okada	2010.0
Anastasios Viglas	2007.0
Xiaoming Liu	2013.0
Jianchao Han	2001.0
Arif Ghafoor	2009.0
Sharad Goel	2010.3333333333333
Henrique Pinto	2013.0
Maria Isabel Sobral Escada	2006.5
Sheng Zhang	2006.0
Selina Chu	2001.5
Florencia Reali	2008.0
Jan Sochman	2005.0
Jonathan Koren	2007.0
Chetan Arora 0001	2011.4
Etienne G. Huot	2000.0
Michael V. Mannino	2002.0
Roman V. Yampolskiy	2014.0
Stergios I. Roumeliotis	2010.0
Stanley T. Birchfield	2008.0
Anna Hilsmann	2009.5
Xin Zhang 0002	2006.0
Günther Specht	2015.0
Hui Wu	2011.6666666666667
Jiyun Luo	2014.0
Jérôme Fellus	2013.0
Zitao Liu	2014.0
Takayuki Tamura	2001.0
Michael Giering	2011.0
Jungchan Cho	2013.0
Hsuan-Tien Lin	2011.625
Toine Bogers	2012.25
Ling-Jyh Chen	2014.0
Daniil Kononenko	2015.0
Shaohua Wan	2015.0
Jan A. Botha	2014.0
Djordje Gligorijevic	2015.0
Dustin Hillard	2009.6666666666667
Jian Sun 0008	2010.0
Blake Anderson	2011.5
Dmitry Volkinshtein	2006.5
Piotr Rzepakowski	2010.0
Deli Zhao	2010.4
Bethina Schmitt	2002.0
Alexandre Passos	2012.0
Shyam Sunder Kumar	2012.0
Ilya Redkin	2013.0
Y. V. R. Reddy	2003.0
Fred S. Richardson	2007.0
Yusuke Muraoka	2015.0
Soumen Chakrabarti	2006.888888888889
Alexandre B. Tsybakov	2006.5714285714287
Yuanlong Shao	2011.0
Nozomi Nagano	2010.0
Takeshi Oishi	2008.0
Shirish Tatikonda	2009.6666666666667
Andreas Wendel	2011.5
Sudeep Kamath	2015.0
Waseem Ahmad	2009.0
Carmen Sandi	2007.0
Jing Peng	2004.7692307692307
Nimit Kumar	2006.5
Marin Ferecatu	2014.0
Pejman Khadivi	2014.0
Kuo-Liang Chung	2004.0
Rustam Tagiew	2014.0
Ahmed Barnawi	2015.0
Abhijat Sinha	2010.0
Daisuke Komura	2009.0
Kunlong Gu	2015.0
Gitesh K. Raikundalia	2010.0
Jonathan Z. Simon	2014.0
Ilya Shpitser	2002.0
Zhong She	2012.0
Hang Zhou 0003	2010.0
Fabio Cuzzolin	2007.3333333333333
Ben Schueler	2008.0
Friedhelm Schwenker	2008.0
Mi Zhang	2014.5
Nitin Motgi	2008.0
Hanlin Goh	2011.6666666666667
Yafei Dai	2010.0
Kevin Waugh	2009.6666666666667
Noam Shental	2002.4
Brandon Norick	2014.0
Martin B. Stemmler	2011.0
Foris K. F. Lee	2010.0
Ying-Qing Xu	2009.0
Dan Roth	2006.6842105263158
Zachary Bodnar	2001.0
John K. Pate	2014.0
Mikhail Kuznetsov	2015.0
Céline Robardet	2009.875
S. Burak Goktuk	2005.0
Kevin W. Bowyer	2007.2941176470588
Chao Zhang	2012.111111111111
Despoina Chatzakou	2015.0
Sameena Shah	2015.0
Fan Zhong	2010.0
Aniruddha Bhargava	2011.0
Tru Hoang Cao	2006.0
Davide Anguita	2012.5
Jintao Tang	2012.0
Jonathan Crussell	2015.0
Ludovic Denoyer	2010.375
Zhenhua Guo	2010.0
Feida Zhu	2011.4285714285713
László Attila Jeni	2013.0
Simon J. Puglisi	2011.5
Hong Yao	2003.0
Roula Hobeica	2011.0
Tom Claassen	2010.0
Guillermo D. Cañas	2012.3333333333333
Qibo Sun	2014.0
C. Maillot	2005.0
Reba Schuller	2003.0
Minyar Sassi Hidri	2013.0
Oren Shriki	2000.0
Gerard Sanroma	2014.5
Anveshi Charuvaka	2012.0
Bemmu Sepponen	2002.0
Matthew L. Miller	2004.0
Carlotta Domeniconi	2006.1538461538462
Etienne Grossmann	2006.0
Hoyoung Jeung	2013.5
Bicheng Liu	2004.3333333333333
Kewei Tu	2012.0
Thomas W. Raasch	2003.0
Sergio A. Velastin	2013.0
Diane H. Theriault	2014.0
Irwin Sobel	2006.0
Inaki Calvo	2014.0
George Hripcsak	2015.0
Jinlin Chen	2010.0
Runar Bergheim	2013.0
Hrishikesh B. Aradhye	2010.5
Ram Akella	2010.0
Xiaohui Zhang 0001	2005.0
Nicholas D. Sidiropoulos	2013.0
Heli Hiisilä	2005.0
Yung-Tai Byun	2000.0
John J. Kim	2008.0
José Antonio Lozano	2016.0
Yaoyong Li	2005.0
Minh Thuy Ta	2014.0
Srikumar Ramalingam	2010.4166666666667
Ibtissam El Khayat	2004.0
Bernd-Uwe Pagel	2001.0
Jeff Cerwinske	2007.0
Yu-Wing Tai	2010.95
Flavio Paiva Junqueira	2011.4
Fei Luo	2006.0
Jong-Hoon Ahn	2004.0
Srivatsan Laxman	2008.6666666666667
Kathryn Roeder	2011.0
Barry Y. Chen	2013.0
Carl van Vreeswijk	2000.0
Barbora Micenková	2013.0
Abhijit Mitra	2011.0
Alexandru O. Balan	2006.6666666666667
Arturo Deza	2015.0
Allen Y. Yang	2008.8
David J. Spiegelhalter	2002.0
Phan Duy Nhat	2015.0
Xiaokai Liu	2015.0
Jianhua Yao	2015.0
Patricio A. Vela	2014.0
Jiang Du	2016.0
Terry S. Yoo	2007.6666666666667
Eli Shamir	2003.0
Jason McFall	2013.0
Ben Recht	2008.6
Dogan Can	2009.0
Eric Dabellani	2011.0
Amaia Salvador	2015.0
Manuel Gil	2004.0
Yaakov Engel	2004.5
Dana Segev	2012.0
Norman D. Black	2004.0
Ingoo Han	2005.0
Erina Takikawa	2007.0
Paul Valiant	2013.0
Kamel S. Saidi	2013.0
Lijun Zhang	2015.0
Simon Lin	2009.0
David A. Patterson	2009.5
Pascal Massart	2004.0
Charles W. Lattimer	2000.0
Andrew Graves	2002.0
Ragesh Jaiswal	2009.0
Emilio Zagheni	2013.0
Harold Vincent Poor	2004.0
Mihai Lazarescu	2008.0
Seth Rogers	2000.5
Ming Fan	2005.5
David Heckerman	2003.5
Yang Yue	2014.0
Cheng-Yu Hsu	2015.0
Mark Everingham	2009.8
Franca Piazza	2011.0
Kwong-Sak Leung	2004.1666666666667
Young-Suk Lee	2001.0
María Teresa Anguera	2009.0
Arnaud Saval	2009.0
Ikumi Suzuki	2015.0
Tue Herlau	2013.0
David M. Lyle	2008.0
Jonghoon Jin	2014.0
Santhanakrishnan Anand	2013.0
Eva N. K. Kollorz	2009.0
Elizabeth S. Burnside	2011.5
Xutao Li	2013.6666666666667
Dori Peleg	2004.5
Dongsheng Wang	2005.0
Khalil Fergani	2013.0
Anne Schuth	2014.6
Matthew W. Collier	2008.0
Rumeng Li	2015.0
Houssam Salem	2012.0
Chieh-Jen Wang	2010.0
Yefeng Zheng	2009.142857142857
Zheng Dong	2014.0
Ham M. Rara	2011.0
Wei-Yang Lin	2006.0
Dolf Trieschnigg	2009.125
Tim K. Lee	2009.0
Hanspeter Pfister	2011.5833333333333
Anna Maclachlan	2005.0
Xinghua Lou	2012.0
Ning Han	2015.0
Oriol Martinez	2010.0
Diego Martín	2013.0
Maarten van Someren	2011.6666666666667
Petr Gronat	2013.0
Javid Sadr	2001.0
Bo Luo	2014.0
Yingpeng Sang	2012.3333333333333
Maximilian Michel	2012.5
Dan Mikami	2009.0
Woo-Cheol Kim	2005.0
Sergi Pujades	2014.0
A. Matzger	2001.0
Mats Isaksson	2014.0
Silvio Lattanzi	2012.7142857142858
Tao Yu	2011.0
Udayan Khurana	2008.0
Jun Xu 0001	2011.1818181818182
Nahea Park	2014.0
Shenglei Chen	2014.0
Yulan Liang	2002.0
Wen-Hsien Fang	2015.0
Tian Fang	2011.6666666666667
Graham J. Williams	2006.8666666666666
Péter L. Venetianer	2012.0
Pradeep Dasigi	2009.0
Weihong Guo	2004.0
Shinji Kawasoe	2002.0
Kiyoshi Kogure	2006.0
Robby T. Tan	2008.5714285714287
Marc Wichterich	2011.0
James C. Gee	2007.0
Vladimir Bychkovsky	2011.0
Vincent Shin-Mu Tseng	2005.75
Martine De Cock	2010.5
Yueh-Ming Huang	2002.0
Han Zhao	2015.0
Mika Timonen	2008.0
Joel S. Bader	2012.0
Shanton Chang	2014.0
Mansoureh Takaffoli	2010.5
Hieu Tat Nguyen	2004.0
Fanhua Shang	2013.25
Luca Console	2002.0
Danning Zheng	2014.0
Srihari Reddy	2011.0
Aditya Abhyankar	2006.0
Jianxiong Xiao	2012.7692307692307
Marco Cristani	2010.6153846153845
Zhu Teng	2014.0
Phuoc Nguyen	2014.0
Michael Mampaey	2012.0
Yvonne Mülle	2012.0
Anh Mai Nguyen	2015.0
Ben Poole	2014.0
Zunping Cheng	2005.0
Chris Stauffer	2001.6666666666667
Xicheng Lu	2009.0
Xingyu Zeng	2014.0
Guangming Shi	2013.0
Hemank Lamba	2015.0
Ganzhao Yuan	2015.0
Matthew Faulkner	2011.0
Huan Li	2003.0
Susan A. Murphy	2010.0
Eamonn J. Keogh	2007.9636363636364
C. Anderer	2010.0
Michael Preminger	2008.3333333333333
Zhaonan Li	2011.0
Young Ho Kim	2004.0
Ehud Ben-Reuven	2002.0
Fatih Porikli	2010.2142857142858
Seunghoon Nam	2008.0
Jingyi Yu	2011.1304347826087
Dominique Sappey-Marinier	2015.0
Hongcheng Wang	2005.0
Hao-Hsiang Wu	2013.0
Jim Kurose	2007.0
Christopher G. Lucas	2009.0
Craig A. N. Soules	2007.0
Zhigang Zheng	2011.5
Edward L. Chaney	2008.0
D. Satheesh Kumar	2012.0
Vetle I. Torvik	2007.0
Jim Fackler	2011.0
Conrad Sanderson	2012.2
Ajay J. Joshi	2009.5
Min Shi	2005.0
Ibrahim Jaluta	2013.0
Zhengya Sun	2012.0
Oge Marques	2010.0
Mohammed A. Alam	2014.0
Michael S. Ryoo	2009.0
Bogdan Savchynskyy	2013.0
Jaideep Vaidya	2007.9
Jian Xu	2006.0
Georgios Paliouras	2009.125
Katsutoshi Yagishita	2000.0
Marco Santic	2013.0
Léon J. M. Rothkrantz	2007.0
Vincent T. Y. Ng	2007.0
Sebastien Bratieres	2014.0
Markus Reichstein	2012.0
Hao Li	2012.0
Amanda Gentzel	2014.0
Nathaniel D. Daw	2005.3333333333333
Michael W. Cole	2011.0
Kazutaka Ueda	2003.0
Viktor K. Prasanna	2013.6666666666667
Koji Sakata	2006.0
Duncan A. J. Blythe	2013.0
Avi Sharon	2009.0
Anand Venkataraman	2001.0
Xin Dou	2008.0
Benjamin Peherstorfer	2014.0
Pradeep K. Khosla	2002.0
Philip Thomas	2014.0
Bernard Ghanem	2013.4444444444443
Lisa M. Brown	2005.5
Xuejun Tan	2002.0
Tian Lan	2012.2
Jian Li	2008.5
Amit Anil Nanavati	2009.0
Cèsar Ferri Ramirez	2012.3333333333333
Laxmidhar Behera	2012.5
George E. Dahl	2011.6666666666667
Yi Xu	2010.5
Bailong Liao	2015.0
Thomas Mandl	2013.0
S. K. Mirajul Haque	2008.0
Eric Blais	2008.0
Francesc Moreno-Noguer	2012.2307692307693
Vladimir Kukushkin	2015.0
Haisong Gu	2004.0
Jun Morimoto	2001.0
