	2009.0417713901377
Anand Madhavan	2009.0
Jan Mendling	2014.0
Dimitrios Zeimpekis	2005.5
Anton Osokin	2012.0
Suzanne Tamang	2011.0
George D. Wilson	2012.0
Andrea Esuli	2010.0
Fotis Lazarinis	2007.0
Kevin R. Dixon	2011.0
Yasin Abbasi-Yadkori	2012.857142857143
Tan Xu	2012.0
Raghu Meka	2010.857142857143
Mohammad El-Hajj	2003.3333333333333
Michael Isard	2005.875
Wanda Pratt	2001.0
Irwin King	2009.2333333333333
William Kwok-Wai Cheung	2010.3333333333333
Yanxi Liu	2007.55
Linda Andersson	2012.0
Roni Shweka	2014.0
Bilal Piot	2014.0
Przemyslaw A. Grabowicz	2014.5
Marco Viviani	2007.0
Hung-Yu Kao	2009.125
Sai Kit Yeung	2010.0
Shigenobu Kobayashi	2006.0
S. P. van den Broek	2013.0
Ryan A. Rossi	2013.8
Heloise Lynn	2003.0
Cong Li	2003.0
Kazuhito Yokoi	2014.0
Herbert Jaeger	2003.5
Minghu Jiang	2007.0
Panpan Huang	2008.0
Guangchao Yao	2013.0
Zhe Luo	2011.0
Fei Fei	2014.0
Patrizio Campisi	2008.0
Jonathan Chang	2012.3333333333333
François Marques	2012.0
Shihao Ji	2008.3333333333333
Wengang Zhou	2013.6666666666667
Hongfu Liu	2014.5
Juan Zi	2007.0
Malcolm Potts	2008.0
Senya Kiyasu	2008.0
Murali Rao	2005.0
Clinton Fookes	2012.5
Udo Grimmer	2001.0
Zhiyong Peng	2007.0
Xue Li	2009.8
Kenshin Ikegami	2014.0
Anjana K. Mahanta	2005.0
Dmitry Panchenko	2004.0
Kazuko Takahashi	2006.0
Erik Wilde	2015.0
Vincent J. Maccio	2014.0
Nazli Ikizler	2007.0
Junhyeok Bae	2014.0
Ognjen Rudovic	2011.0
Paul Christiano	2014.0
Michael H. Chu	2000.0
Pierre-Emmanuel Jouve	2003.0
Christopher J. Paciorek	2007.0
Lothar Richter	2004.0
Bogdan Matei	2001.6666666666667
Zhimin Fan	2004.75
Beau Piccart	2010.0
Jian-Yi Guo	2014.0
Brian Mac Namee	2011.0
Sarah Tariq	2005.0
Jingu Kim	2011.0
Qilong Wang	2015.0
Quoc Luan Ha	2001.0
Tahereh Babaie	2010.0
Satinder Singh	2015.0
Troy Lee	2013.0
M. Villegas	2008.0
Andreas Karwath	2010.5
Andreas Heß	2005.0
Laura Gui	2007.0
Mehmet K. Muezzinoglu	2008.0
Jean-Michel Renders	2007.2
Paul W. Goldberg	2000.6666666666667
Harley Hamilton	2010.0
Jeff A. Bilmes	2010.2962962962963
Frank Dondelinger	2010.0
James C. Bezdek	2009.5
Ting Su	2004.0
Bifan Wei	2014.0
Gang Chen 0003	2008.25
Zheng Zhang	2011.8
Ryan Farrell	2013.5
Xiangyang Lan	2004.0
Carolina Redondo-Cabrera	2012.0
Yunfeng Liu	2015.0
Francesco Tapparo	2009.0
Gediminas Adomavicius	2010.0
Kenji Yamanishi	2011.3333333333333
Martha Elizabeth Shenton	2008.0
Alexander Haubold	2007.0
Fanglong Zhang	2014.0
C.-C. Jay Kuo	2011.0
Yuta Nakashima	2010.0
Srikanta Tirthapura	2009.0
Matti Järvisalo	2013.0
Piyush Rai	2011.2222222222222
Philip J. Cowans	2004.0
Elisabetta Chicca	2006.5
Elizabeth Chang	2006.75
Chunchuan Lyu	2015.0
Evelyne Viegas	2010.0
Haiying Li	2001.0
Abid M. Malik	2009.0
Gerard Pons-Moll	2012.0
Ali M. Naderi	2014.0
Alessandro Lanza	2013.0
Xiaoya Tang	2008.0
Ali Jalali	2011.5714285714287
Peter Richtárik	2014.3333333333333
Tomasz Rej	2011.0
Jay Koven	2014.0
Rafael Corchuelo	2011.75
Peter Rossler	2007.0
Akshat Surana	2011.0
Yuan Zhou	2014.0
Yasuhito Asano	2013.0
Sutharshan Rajasegarar	2013.0
Irene Ros	2011.0
Christopher J. Quinn	2016.0
Dan J. Wang	2012.0
William Fithian	2014.0
Kimberly L. Stachenfeld	2014.0
Na Fan	2010.0
Marios Kokkodis	2014.0
Baljeet Kaur	2013.0
Kelly L. Dempski	2008.0
Yousef Saad	2008.6666666666667
N. Pinto	2011.0
Mei Chen	2011.0
Yasemin Altun	2004.7142857142858
Peter-Arno Coppen	2007.0
Arik Senderovich	2015.0
Maurice Ringer	2001.0
Hu Ding	2013.0
Horace Ho-Shing Ip	2009.0
Karen A. Glocer	2006.0
Paul W. Kwan	2010.0
Chandrima Sarkar	2010.0
H. Steven Scholte	2009.0
Viet Quoc Pham	2011.0
Jeffrey P. Bigham	2011.0
Jens Eisenbach	2013.0
Vana Kalogeraki	2012.3333333333333
Dominic Verity	2007.0
Peihua Li	2015.0
Pasquale Minervini	2014.0
Vivek Verma	2006.0
Ghita Berrada	2011.0
András Lörincz	2009.2
Avi Arampatzis	2008.857142857143
Manfred Pollefeys	2010.0
Haifeng Liu	2008.8
Xiaoyan Li	2005.5
Kai-Fu Yang	2015.0
Antony F. Bowers	2000.0
Yu Sheng	2010.0
Bing Qin	2016.0
Dijia Wu	2010.6666666666667
Alex Kantchelian	2014.0
Jason J. Liu	2010.0
Jun Zhang 0003	2008.0
Ayush Sharma	2012.0
Kia-Fock Loe	2001.5
Robin Y. Flatland	2000.0
Shahla Parveen	2001.0
Andrew Naish-Guzman	2007.0
Jehoshua Eliashberg	2014.0
Shao Fen Liang	2005.0
Clemens Arth	2009.1666666666667
Michael Matthews	2011.0
Satyanadh Gundimada	2005.0
Yian Chen	2014.0
YiGang Peng	2009.5
Song Cao	2013.5
Guoqiang Zhong	2011.0
Jinyuan He	2014.0
Jaime Ballesteros	2014.0
Caichun Gong	2008.0
Thin Nguyen	2010.5
Pari Delir Haghighi	2016.0
Shichao Zhang	2006.5833333333333
Jeffrey Jestes	2011.0
Qing Ke	2011.0
Mengmeng Chen	2011.0
José Ranilla	2005.0
John M. Mendenhall	2010.0
Frédéric Koriche	2013.0
Zhijian Yuan	2007.0
Xin Xia	2012.0
Arthur E. C. Pece	2004.0
Lluís Padró	2015.0
Fred Damerau	2002.0
Natsumi Kusumoto	2009.0
Balazs Godény	2012.0
Zachary Freudenburg	2010.0
Christian Leistner	2010.6666666666667
Alexander J. Hartemink	2006.0
Bing Sun	2009.0
Jinqiang Han	2004.0
Daniel R. Sheldon	2012.5
Francesco Solera	2014.5
Robert A. Legenstein	2005.375
Zhongzang Lin	2009.0
Yun Gao	2005.6666666666667
Rema Ananthanarayanan	2008.0
James Abello	2012.5
Carlos Barron	2000.0
Robert M. Freund	2007.0
Yi-Chu Wang	2011.0
Xianyu Zeng	2015.0
Bei Wang	2008.0
John Chen	2007.0
Mingyu Lu	2010.0
Azarakhsh Jalalvand	2010.0
Jonathan Bidwell	2013.0
Kira Radinsky	2012.375
Theodoros Evgeniou	2005.4
Fanhuai Shi	2005.0
Jiaheng Lu	2011.4
Jianliang Xu	2011.3809523809523
Jan Neumann	2005.6666666666667
Dulce B. Ponceleon	2000.5
Guo Cao	2005.0
Hao-Heng Chien	2013.5
Yingbin Zheng	2009.0
Kyle Lee	2015.0
Anna Jurek	2014.0
Daniel Ramage	2009.3333333333333
Tomoaki Higo	2010.0
Anton Leuski	2003.0
Eduardo J. Ruiz	2013.0
Marcelo Fiori	2012.5
Muhammad Ali Imran	2015.0
Shonali Priyadarsini Krishnaswamy	2014.0
Michael P. Oakes	2003.3333333333333
William E. Higgins	2005.5
Matteo Riondato	2014.5
Robert Bergevin	2014.5
Rute Frias	2007.0
Tom Crecelius	2008.0
Muhammad Atif Qureshi 0001	2014.0
Seong-Hwan Jun	2013.0
Maycel Isaac Faraj	2006.0
Yvan Paquot	2012.0
Daniel J. Liebling	2010.3333333333333
Antonio L. Rodríguez	2009.5
Vinay P. Namboodiri	2009.0
Yusuke Watanabe	2010.0
Gustavo Carneiro	2008.3846153846155
Bruce Xiaohan Nie	2015.0
David C. Van Riper	2015.0
Alonso Ramirez-Manzanares	2008.0
Saketha Nath	2014.0
M. Regina Castro	2015.0
Li Shen 0003	2009.6
Jason Schlessman	2005.5
Zhengling Liao	2014.0
Maria I. Sessa	2014.0
Arun Sai Suggala	2015.0
Xuejin Chen	2010.0
Carl E. Rasmussen	2013.25
Huang Xiao	2014.0
Jiashuai Zhou	2014.0
Lei Gao	2005.0
Pooria Joulani	2013.0
Lie Gu	2003.6
Leong Hou U	2012.2
Figen Öztoprak	2012.0
Josef Scharinger	2013.5
David B. Dunson	2010.9166666666667
Isidro Robledo Vega	2001.0
Andrew Levine	2011.0
Yan-Tuan Xian	2014.0
Nicolás Guil	2009.0
Monson H. Hayes	2003.0
Stefan Holzer	2009.5
Serge Zagorac	2009.0
Marijn Koolen	2010.888888888889
Beatriz de la Iglesia	2006.0
Farzad Sadjadi	2007.0
Muthusamy Chelliah	2002.0
Boaz J. Super	2005.0
Michaël Mathieu	2010.0
Neil O'Hare	2013.5
Lev Faivishevsky	2009.0
Per-Åke Larson	2003.0
Michael Huggett	2010.0
Dong Liang	2015.0
Le Song	2010.9722222222222
Michael D. Breitenstein	2009.0
Wei Shen	2012.5
Baw-Jhiune Liu	2006.0
Jouni Hartikainen	2012.0
Rafael Serrano-Gotarredona	2005.0
Edward H. Adelson	2009.076923076923
Udo Hahn	2005.0
Peter Krafft	2012.0
Klaus U. Schulz	2008.0
Nadezhda Zlateva	2012.0
Luca Ballan	2013.0
Mateusz Kozinski	2015.0
Özgür Ulusoy	2010.0
Dorin Marcu	2000.0
Eng Soon Teo	2011.0
Inhaúma Neves Ferraz	2006.0
Natalia Vanetik	2004.0
E. Mouragnon	2006.0
Christian Wojek	2010.2
Einat Klein	2004.0
Zhen W. Zhuang	2010.0
Andrey Volkov	2012.0
Rodrigo Benenson	2013.75
Alexandre Proutière	2013.5
Jens Petersen	2013.0
David B. Keator	2011.0
Iti Chaturvedi	2015.0
Jianning Wang	2004.0
Alice W.-J. Tsai	2008.0
Neel Shah	2015.0
Eli Upfal	2010.6666666666667
Eerika Savia	2005.0
Navesh Priyankar	2010.0
Atsushi Miyauchi	2015.0
Ahmet Iscen	2014.0
Eric Friedman	2009.0
Dennis Fetterly	2009.5
Feng-Ju Chang	2014.0
Keith van Rijsbergen	2008.0
G. Dinesh	2009.0
Marlon Dumas	2004.0
Seong-Hwan Kim	2006.0
Lav Rai	2006.0
Tim Menzies	2002.0
Martin Lauer	2005.5
Khairun Nisa Fachry	2009.5
Ke Zhou	2012.642857142857
Dao-I Lin	2002.0
Daniel Berend	2014.0
Ravi Garg	2013.0
Chandra Kambhamettu	2006.1052631578948
Matthieu Cord	2013.75
Gang Wang	2010.75
Sheng Chen	2014.4
Philipp Daumke	2005.0
Mingchu Li	2008.0
Lihe Zhang	2013.0
Michael D. Morse	2010.0
Karin Verspoor	2014.0
Mohamed Aly	2010.5
Yuqing Wu	2007.0
Eric Neilson	2009.0
José Carlos Príncipe	2007.0
Bing Yu	2007.3333333333333
Facundo Mémoli	2011.0
Nan Tang 0001	2012.0
Wotao Yin	2006.5
Gang Xu	2005.0
Niko Sünderhauf	2015.0
Jiao Li	2006.0
Philipp Blauensteiner	2010.0
Geoffrey J. McLachlan	2005.0
Antonio A. Gentile	2014.0
Cao Yuan	2014.0
Kan Xu	2011.0
Harrick M. Vin	2007.3333333333333
Varsha Hedau	2010.0
Gertjan J. Burghouts	2010.0
Xueou Wang	2011.0
John Whyte	2008.0
Sunggyun Park	2015.0
Thomas B. Schön	2013.5
Dmitri A. Rachkovskij	2001.0
Ray Rida Hamza	2007.0
Ke Lu	2013.5
Qian-Qian Li	2013.0
Marc Métivier	2010.0
Alexei A. Efros	2009.0526315789473
Shashank Khandelwal	2014.0
Naohiro Matsumura	2015.0
Yoel Shkolnisky	2005.0
Hiroyuki Kubo	2015.0
Adam Kohn	2014.0
Edward Tersoo Apeh	2011.0
Suleiman A. Khan	2012.5
Daniel Mirota	2008.0
Andrea Sanna	2009.0
Dayong Wang	2013.0
Yi Zhang 0010	2010.0
Matti Kääriäinen	2005.6666666666667
Marcelo H. Ang Jr.	2010.0
Zahid Pervaiz	2014.5
Yu-Wei Chu	2012.0
Yan Liu 0002	2009.6
Susanto Rahardja	2010.0
Arnulfo P. Azcarraga	2004.0
Yongsheng Ding	2012.0
Viacheslav Adamchuck	2007.0
Andreas Schilling	2009.0
Han-Gyol Yi	2015.0
Saturnino Luz	2008.0
Jagarlamudi Shashank	2008.0
Liang Du	2013.2
Pattaraporn Khuwuthyakorn	2009.0
Yuhong Li	2014.0
George Konidaris	2010.3333333333333
Oleg Naroditsky	2006.5
Venkatadheeraj Pichapati	2015.0
Frans Coenen	2007.0
Sándor Imre	2012.0
Tetiana Zinchenko	2015.0
Kirthevasan Kandasamy	2014.5
Marc Van Droogenbroeck	2012.0
Steven Ruggles	2015.0
Davi Geiger	2008.0
John Galloway	2006.0
Xin Tao	2015.0
Jonas Seiler	2015.0
Qingli Da	2007.0
Elías F. Combarro	2005.0
Petros Drineas	2008.6666666666667
N. Matsumoto	2001.0
Haiyun Bian	2005.3333333333333
Rajesh Kumar	2014.0
Joel B. Predd	2004.0
Alexandru Tandrau	2012.0
Nicolò Cesa-Bianchi	2008.1666666666667
Chin-Fu Ku	2016.0
Lun Zhang 0001	2007.0
Zhengkui Wang	2013.0
Veronica Biazzo	2003.0
Nicola Di Mauro	2008.0
Chun Tang	2003.0
David Vázquez	2012.0
Yuping Wang	2016.0
Qiaoling Liu	2012.0
Edgardo Molina	2007.0
Ling Huang	2010.2222222222222
Li Gao	2006.0
Hossam N. Isack	2012.0
Masaru Ishii	2008.0
Antonio Tripodi	2011.0
Bolei Zhou	2013.0
Enver Kayaaslan	2010.5
R. Matt Steele	2005.0
Gabriel Tsechpenakis	2007.5
Zhana Bao	2013.0
John Skilling	2005.0
Balázs Kégl	2008.4666666666667
Christopher E. Hart	2003.0
Jono Millin	2012.0
Kai Chen 0010	2012.3333333333333
Peter Karsmakers	2014.0
Eric Bouillet	2006.0
Xiaodong Wu	2009.8333333333333
Rikke Gade	2013.0
Clinton S. Potter	2006.0
Zhang Ming	2006.0
John R. Talburt	2015.0
Yu Sun 0004	2007.0
Eric Sodomka	2012.5
Lucila Ohno-Machado	2012.0
Shiladitya Pande	2015.0
Sourav Mukherjee	2010.0
Stefan Vogtenhuber	2010.0
Jiakui Zhao	2010.0
Zhihao Yang	2009.0
Vincenzo Deufemia	2011.5
Nils Plath	2009.0
Fabio Viola	2012.0
Terran Lane	2008.2727272727273
Yicheng Tu	2010.0
Pei Li	2010.0
Jihong Guan	2005.3333333333333
Arijit Khan	2013.0
Lijiang Chen	2011.0
Taiping Zhang	2012.0
Robert V. Lindsey	2011.5
Quang Anh Nguyen	2007.0
Jérôme Siméon	2003.0
Shiyu Song	2014.5
Richard Frank	2015.0
Anne S. Hsu	2009.0
Thomas Mauthner	2013.4
George A. Mihaila	2007.0
Eric J. Perreault	2010.0
Alexandre Bernardino	2011.0
Simon E. Overell	2009.0
Gucan Long	2015.0
Victor J. Rayward-Smith	2001.0
Arunav Mishra	2012.5
Chris H. Q. Ding	2008.3484848484848
Anthony C. Fang	2008.0
Markus Enzweiler	2009.3333333333333
Allen Tannenbaum	2006.3333333333333
William Brendel	2010.6666666666667
Jukka Kuusisto	2002.0
Hongjing Lu	2008.1666666666667
Jérôme Kunegis	2011.2
Philipp Peloschek	2005.0
Earo Wang	2015.0
Lien-Chin Chen	2011.0
Niloy J. Mitra	2011.0
Chaitanya Desai	2011.5
Te-Chuan Liu	2013.0
Enliang Zheng	2014.0
Jake Porway	2008.0
Nathan Fabian	2015.0
Le Wu	2014.75
Zafer Barutçuoglu	2007.0
Alvaro Barreiro	2007.7142857142858
Philipp Batz	2013.0
Zhigang Li	2002.6666666666667
Masahiro Kimura	2012.0
Wenye Ma	2011.0
Jorge Castro	2000.5
Wei-Jia Huang	2012.0
Felisa Verdejo	2009.0
Matthew Loper	2010.6666666666667
Ruben Coen Cagli	2009.0
Feng Shi	2011.0
Chao-Hui Lee	2007.5
Fabio Mariani	2013.0
Shuhang Gu	2014.3333333333333
Jun Zhang 0002	2003.6666666666667
Dominique C. Perrault-Joncas	2011.0
Arslan Basharat	2008.0
Hongliang Fei	2011.75
Yossi Richter	2009.0
Jian Zhang 0003	2005.1538461538462
Christian Pieringer	2013.0
R. Chris Miall	2008.0
Laurence Dooley	2006.0
Yajie Miao	2010.0
Fanji Gu	2003.0
Xian Fan	2008.0
Hanning Zhou	2009.0
Panayotis K. Thanos	2009.0
Theo P. van der Weide	2009.5
Mun-Kew Leong	2002.6666666666667
Paul Swoboda	2014.0
Andrei L. Turinsky	2004.0
Bernardo Rodrigues Pires	2013.0
Christopher Russell	2010.0
Sukanya Mitra	2008.0
Zygmunt Pizlo	2008.0
Christopher Leckie	2010.1904761904761
Patrick Heun	2013.0
Carlos Castillo	2010.1666666666667
Yoram Gat	2010.0
Chuan Yang	2013.0
Vassilis Pitsikalis	2011.0
Naila Murray	2012.3333333333333
Bian Yang	2013.0
Kun-Ming Yu	2007.0
Oana Denisa Balalau	2015.0
Shigang Chen	2004.0
Andreas Nürnberger	2009.6
Zhonghai Wang	2015.0
Quang Vinh Nguyen	2010.0
Florent Ségonne	2007.0
Joel Jurik	2011.5
Dominique Haoyuan Li	2014.0
Yuan Li	2009.1666666666667
Haijun Feng	2012.0
Pedro Larrañaga	2014.0
Kiri Wagstaff	2006.4
Jinjun Wang	2010.3333333333333
Chuong T. Nguyen	2007.0
Muhammad Arif	2009.0
Jiangdong Li	2015.0
Yiping Ke	2008.5714285714287
Reiner Lenz	2007.0
Srinivasa Narasimhan	2015.0
Sheng-Hsuan Wang	2006.0
Nicholas Everett	2002.0
Steven D. Hordley	2005.0
Emma Taborsky	2015.0
James Y. Zou	2012.5
Bingjun Sun	2007.0
Beat Flepp	2005.0
Tao Ding	2008.0
Alexander G. Hauptmann	2007.4782608695652
Stephan Spiegel	2011.0
Poramin Bheganan	2009.0
Claus B. Madsen	2000.0
Syed Ghaour Abbas Naqvi	2013.0
Yashoteja	2011.0
Jun Li 0010	2011.0
Robert J. Gaizauskas	2005.3333333333333
Stéphan Clémençon	2010.7857142857142
Shameem Puthiya Parambath	2014.0
Sebastian Caro	2005.0
Alessio Pecorino	2013.0
Viliam Lisý	2013.0
Dominik L. Michels	2015.0
Shinya Tanaka	2013.0
JingBo Ni	2007.0
Markus Breitenbach	2004.5
David J. Abel	2000.0
Brian J. Fischer	2003.0
Nelly Alia-Klein	2005.0
Xinwei Jiang	2012.0
Henning Schmidt	2008.0
Hin-Shun Chung	2008.0
Lynda Tamine	2014.0
Eugene J. Alexander	2001.0
Arvind Ganesh	2009.3333333333333
Mostafa Abdelrahman	2013.5
David M. Kaplan	2007.0
Shamma Al-Hassani	2015.0
Zhe Gan	2015.0
Efstratios Gavves	2013.75
Roland Perko	2004.0
Guang-Peng Chen	2012.0
Guido Proietti	2000.5
Jinshi Cui	2008.0
Hyun-Jin Park	2004.0
Caroline J. Klivans	2009.0
Wenyi Huang	2009.0
Hsin-Chang Yang	2001.0
Yang Song	2010.0434782608695
Che-Han Chang	2013.0
Ivano Masiero	2012.0
Shusen Wang	2013.0
Chen Change Loy	2013.5
Alex J. Gammerman	2012.0
Minh N. Do	2012.5
Bamshad Mobasher	2007.3333333333333
Tetsuo Hidaka	2001.0
S. Ladha	2011.0
Joydeep Das	2015.0
Alessandro Rudi	2012.0
Dan C. Coroian	2015.0
Wei-Guang Teng	2005.3333333333333
Srinivas C. Turaga	2011.0
Patrick Putzky	2014.0
Somboon Hongeng	2000.0
Sudhakar Chelikani	2010.0
Mathias Breuss	2012.0
Dongyoon Han	2014.5
John W. Lloyd	2000.0
Lu-Hung Chen	2011.0
Yizhou Wang	2010.5833333333333
Raul A. Herrera Acuña	2013.0
Aleksandra Korolova	2010.0
Joong Hyuk Chang	2007.0
Alexander Novikov	2014.0
Rina Foygel	2011.4
Ihar Volkau	2007.0
Alex D. Wade	2016.0
Yi Zhen	2011.0
Cássio A. Melo	2012.0
Klaus Brinker	2003.5
Rafael Paz-Vicente	2005.0
Mingli Song	2011.142857142857
Ben Taskar	2011.1
Matthieu Guillaumin	2012.2857142857142
Luke Carrivick	2005.0
Saeed Amizadeh	2012.0
Zdenek Zdráhal	2006.0
Joshua H. Levy	2008.0
Chetan Gupta	2008.5
Alexandros G. Dimakis	2014.0
Daniel Lowd	2011.142857142857
Pasi Fränti	2007.3333333333333
Satya Gautam Vadlamudi	2013.0
Wojtek Kowalczyk	2008.5
Matthias Rüther	2011.0
Dieter W. Fellner	2012.0
Josep Roure	2006.0
Thomas P. Trappenberg	2003.5
Lei Chen 0002	2011.264705882353
David S. Rosenberg	2008.0
Michael M. Zavlanos	2015.0
YanPing Nie	2014.0
Rajprasad Rajkumar	2008.0
Serge Weber	2011.0
Khalil M. Ahmed	2006.0
Jonah C. McBride	2005.0
Ryszard S. Michalski	2000.0
Chunhui Gu	2010.3333333333333
Gediminas Luksys	2007.0
Siegfried Handschuh	2010.0
Daniel Lebrecht	2014.0
Alice M. Wyrwicz	2007.0
Oludayo O. Olugbara	2011.0
Martial Hue	2010.0
Martin Allen	2009.0
Samuel McClure	2005.0
Roman Garnett	2012.857142857143
Hassan A. Kingravi	2013.0
Rachel Puckrin	2006.0
Usama Malik	2002.0
Richard H. R. Hahnloser	2001.5
Nathan Intrator	2005.6
Tu Minh Phuong	2003.0
Wen-Yun Yang	2010.0
Christos Theoharatos	2005.0
Howard Wong-Toi	2007.0
Magdalini Eirinaki	2010.0
Jian Zhang	2011.0
Mukund Deshpande	2002.75
Sujoy Roy	2009.0
Michael Mock	2009.0
Art Tevs	2010.6666666666667
Ramkrishan K. Kumar	2010.0
Yuri Grinberg	2013.3333333333333
Camillo J. Taylor	2005.6666666666667
Samuel W. Hasinoff	2011.0
Michael Collins	2005.0
Zenglu Qin	2010.0
Seok-Young Jang	2007.0
Koichiro Niinuma	2004.0
Daoying Ma	2004.0
Piraporn Jangyodsuk	2015.0
Ralf Rantzau	2006.0
Konstantinos I. Tsianos	2012.0
Lilja Øvrelid	2012.0
Nan Zhang 0002	2004.0
Ciro Donalek	2004.0
Mohamed G. Elfeky	2006.0
Anand Singh	2010.0
Meng Chang Chen	2007.5
Shmuel Peleg	2006.875
S. K. Madan	2009.0
Przemyslaw Polewski	2015.0
Timo Aho	2009.0
Song Wang	2008.5555555555557
Nadathur Satish	2015.0
Anjie Fang	2015.0
Rifat Ozcan	2011.2
Weiping Wang	2015.0
Richard Sproat	2011.0
Lin Ma	2015.0
Olessia Koltsova	2015.0
Jian-Tao Sun	2008.875
P. Read Montague	2008.0
Di Jin	2011.0
James Goulding	2013.0
Yuval Tassa	2007.0
Li Chen	2012.3333333333333
Xinchu Shi	2013.5
Klaus Wimmer	2008.0
Chris Peterson	2014.0
Jingwen Yan	2012.0
Khoi-Nguyen Tran	2014.3333333333333
Helen F. Webb	2014.5
Alexander Freytag	2014.0
Jun Hua Zhao	2007.0
Keqiu Li	2011.0
Christos Davatzikos	2008.090909090909
Wenye Li	2007.3333333333333
Ping Shyr	2000.0
Christoph Göring	2014.0
Gerhard Schall	2008.0
Xiangyang Ji	2013.0
Aarti Sathyanarayana	2014.0
Pushpak Bhattacharyya	2007.5
Ilya B. Muchnik	2003.0
Luiz Velho	2005.0
Jonathan A. Kelner	2009.0
Girish Kulkarni	2011.0
Heeyoung Kim	2010.0
Ju Wang	2001.0
Wieland Brendel	2012.5
Kary Myers	2000.0
Olivier J. M. D. Coenen	2003.0
Zhiqiang Toh	2012.0
Shantanu Joshi 0001	2008.0
John Wilkins	2004.0
Sherry Marcus	2000.0
Uzay Kaymak	2014.0
Jennifer Dolson	2010.0
Tianzhu Zhang	2012.6
Gregory Piatetsky-Shapiro	2003.0
Afzal Godil	2012.5
Ye Zhu	2008.0
Dean Pomerleau	2009.5
Sumeet Bajaj	2014.0
Jason Van Hulse	2007.75
Lide Wu	2007.6666666666667
Zhuolin Jiang	2012.857142857143
Lorenzo Dell'Arciprete	2012.0
Takeshi Nakajima	2010.0
Cham Tat Jen	2015.0
Valerio Capozio	2010.0
Vikramaditya R. Jakkula	2007.0
Jason D. Lee	2012.6666666666667
Iko Pramudiono	2003.0
Roberto Marzotto	2007.0
Andrea Gasparetto	2015.0
Stefan Büttcher	2007.1666666666667
M. Venkataraman	2015.0
Shiv Chandrasekaran	2008.0
Mingdong Ou	2011.0
Kwei Tang	2009.0
M. Y. Y. Leung	2002.0
Marie-Jeanne Lesot	2012.0
Claire J. Thie	2005.0
Martin Schiegg	2014.0
Kongbin Kang	2006.5
Usman Raza	2015.0
Neil D. Lawrence	2007.5217391304348
David Pfeiffer	2013.0
Carlo Combi	2013.0
Tatiana Tommasi	2010.0
Jia Yuan Yu	2011.0
Jiazheng Shi	2005.0
Shreya Saxena	2014.0
Qiming Luo	2008.0
Jürgen Dix	2010.0
Daniel J. Blezek	2005.0
Haim Cohen	2014.0
Vincent Bonin	2003.0
Pullan Lu	2013.0
Ilia Nouretdinov	2004.0
Scott Larsen	2009.0
Qifa Ke	2007.6363636363637
Sara Hajian	2012.3333333333333
Lale Akarun	2012.0
Simon A. J. Winder	2007.0
Deva Ramanan	2010.2571428571428
Li Zhang 0001	2012.0
Jonghyun Choi	2012.5
Shen Huang	2006.0
Wolfgang Thaller	2012.0
Cédric Févotte	2012.5
Chi Wang 0001	2012.7777777777778
John Paisley	2014.6666666666667
Marc Segond	2011.0
Chuan Li	2015.0
Steven M. Seitz	2007.888888888889
Brian Caffo	2015.0
David Buchman	2011.0
James Tin-Yau Kwok	2011.6666666666667
Michael J. Kurtz	2015.0
Shuigeng Zhou	2005.6666666666667
Dörthe Malzahn	2001.5
Kobi Luz	2003.0
Vinay Varadan	2005.0
Nick Cercone	2003.7777777777778
Robert Nix	2009.0
Shi Yu	2009.0
Mingsong Dou	2015.0
Ioannis Pitas	2013.0
Vittorio Ferrari	2010.1724137931035
Youcef Mezouar	2001.0
Wim Vanderbauwhede	2009.5
Miriam S. Adlerstein	2002.0
Robinson Piramuthu	2014.0
Taro Toyoizumi	2004.0
Amrutha Sethuram	2010.0
Linlin Li 0002	2008.0
Noah Pettit	2013.0
Yun Zhai	2009.0
Leo Zhu	2008.0
Guodong Guo	2008.923076923077
Claude Sammut	2003.0
Dale Kraemer	2000.0
Michael A. Tanenblatt	2008.0
Gang Ji	2002.0
John Burge	2005.0
Sham M. Kakade	2008.875
Dawn J. Lawrie	2003.0
Sing Ling Lee	2011.0
Yuichi Motai	2009.5
Ronald Berezney	2013.0
Christos Tryfonopoulos	2005.4
Jin Qi	2014.0
Lynetta Sacherek	2000.0
Diego Sona	2008.0
Achim G. Hoffmann	2002.5
Yuanyuan Mi	2014.0
Siyuan Liu	2013.625
J. Alison Noble	2009.3333333333333
Clay Spence	2000.0
Lin Wang 0006	2007.0
Thomas Maurer	2005.0
Joon S. Lim	2009.0
Sander M. Bohte	2008.4
David K. Tcheng	2005.0
Wenhuang Liu	2011.6666666666667
Brian P. Jackson	2014.0
Kunpeng Zhang	2011.75
Dimitris Pontikis	2013.0
Mark E. Rorvig	2000.0
Sien W. Chew	2012.0
Amrita Saha	2014.0
Gerald Fritz	2005.0
Max Sagebaum	2008.0
Arnold Goodman	2005.0
Matthias Zeppelzauer	2014.5
Waldo Valenzuela	2007.0
Zohra Bellahsene	2004.0
Yun Xu	2014.0
Roman Klinger	2013.0
Jenia Jitsev	2011.0
Don R. Hush	2005.8333333333333
Huanye Sheng	2007.0
Liang-Gee Chen	2009.0
Hugues Talbot	2010.0
Martin Azizyan	2013.0
Fukiko Kobayashi	2014.0
Luisa Vetturi	2008.0
Dustin Lang	2007.5
Nguyen Xuan Vinh	2013.6666666666667
Philip A. Bernstein	2014.0
Manuel Lopes	2012.5
